user_id,device_type,os_version,app_usage_pattern,timestamp,source_ip,destination_ip,protocol,data_volume,log_type,event,event_description,error_code,file_accessed,process,anomaly_detected,ioc
2,iPhone,iOS 14.6,Low,2023-09-21 15:35:14,192.168.1.55,10.0.0.12,FTP,1133,system,File Access,Event 665,765,/var/log/syslog,malware.exe,None,Pegasus Signature
2,Android,Android 11,High,2023-09-13 01:45:32,192.168.1.53,10.0.0.78,HTTPS,5457,application,App Install,Event 517,396,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Known Malicious IP
2,iPhone,iOS 15.0,Normal,2023-11-27 18:46:09,192.168.1.70,10.0.0.79,HTTPS,893,security,Logout,Event 321,632,/home/user/docs/report.docx,chrome.exe,Unknown Process Execution,Known Malicious IP
2,Android,Android 11,Normal,2023-06-29 18:54:43,192.168.1.20,10.0.0.37,SSH,2778,system,Logout,Event 718,268,/var/log/syslog,systemd,None,Known Malicious IP
2,Android,iOS 15.0,Normal,2023-12-28 08:46:15,192.168.1.26,10.0.0.70,FTP,5111,security,File Access,Event 726,719,/tmp/malware.bin,systemd,High CPU Usage,Known Malicious IP
2,iPhone,Android 10,Low,2023-08-06 22:06:05,192.168.1.22,10.0.0.33,HTTPS,7842,system,Login,Event 473,443,/home/user/docs/report.docx,explorer.exe,High CPU Usage,Pegasus Signature
3,Android,iOS 15.0,Normal,2023-01-10 06:15:52,192.168.1.100,10.0.0.5,SSH,5031,system,File Access,Event 355,113,/home/user/docs/report.docx,malware.exe,High CPU Usage,Known Malicious IP
3,iPhone,iOS 15.0,Low,2023-03-05 03:38:26,192.168.1.70,10.0.0.56,FTP,1810,system,Logout,Event 568,390,/var/log/syslog,chrome.exe,High CPU Usage,Known Malicious IP
3,Android,Android 11,Low,2023-04-11 15:28:50,192.168.1.16,10.0.0.89,HTTPS,5199,security,System Update,Event 970,195,/var/log/syslog,explorer.exe,Suspicious File Access,None
3,Android,Android 10,Normal,2023-09-23 15:24:07,192.168.1.71,10.0.0.56,HTTPS,8368,security,App Install,Event 531,464,/var/log/syslog,systemd,None,None
3,Android,iOS 14.6,Normal,2023-08-24 05:53:42,192.168.1.92,10.0.0.9,FTP,6915,security,Logout,Event 109,223,/var/log/syslog,chrome.exe,High CPU Usage,Pegasus Signature
3,iPhone,iOS 15.0,Low,2023-12-12 22:59:57,192.168.1.41,10.0.0.48,HTTP,374,security,Login,Event 63,499,/home/user/docs/report.docx,systemd,None,Pegasus Signature
3,Android,iOS 14.6,Low,2023-08-07 07:49:59,192.168.1.10,10.0.0.28,SSH,2023,security,File Access,Event 424,599,/tmp/malware.bin,chrome.exe,Unknown Process Execution,None
3,Android,iOS 15.0,Low,2023-03-13 00:26:43,192.168.1.27,10.0.0.96,FTP,6194,application,Logout,Event 948,264,/tmp/malware.bin,malware.exe,Unknown Process Execution,Known Malicious IP
3,iPhone,Android 11,Normal,2023-07-19 20:16:59,192.168.1.94,10.0.0.56,HTTP,1728,security,File Access,Event 802,485,/var/log/syslog,chrome.exe,Unknown Process Execution,Known Malicious IP
3,iPhone,iOS 15.0,High,2023-07-11 00:56:24,192.168.1.37,10.0.0.27,SSH,5178,application,File Access,Event 828,148,/tmp/malware.bin,systemd,High CPU Usage,Pegasus Signature
4,Android,Android 11,Normal,2023-04-08 16:44:26,192.168.1.34,10.0.0.64,HTTP,2057,application,System Update,Event 565,482,/tmp/malware.bin,systemd,Unknown Process Execution,Known Malicious IP
4,Android,iOS 14.6,Normal,2023-10-25 10:14:55,192.168.1.36,10.0.0.79,SSH,3085,security,File Access,Event 463,448,/home/user/docs/report.docx,chrome.exe,High CPU Usage,Pegasus Signature
4,iPhone,iOS 14.6,Low,2023-05-18 14:57:33,192.168.1.50,10.0.0.17,HTTP,8862,application,Login,Event 325,524,/tmp/malware.bin,explorer.exe,Unknown Process Execution,None
4,iPhone,iOS 14.6,Low,2023-03-10 17:11:43,192.168.1.65,10.0.0.34,SSH,6922,application,Login,Event 899,845,/var/log/syslog,malware.exe,High CPU Usage,Pegasus Signature
4,Android,iOS 14.6,High,2023-11-23 21:57:02,192.168.1.23,10.0.0.74,HTTP,7277,system,Logout,Event 578,357,/home/user/docs/report.docx,systemd,None,Known Malicious IP
4,iPhone,iOS 14.6,Normal,2023-04-20 07:24:49,192.168.1.26,10.0.0.8,FTP,7762,application,App Install,Event 308,998,/tmp/malware.bin,explorer.exe,High CPU Usage,Pegasus Signature
4,Android,iOS 14.6,Normal,2023-05-10 11:44:17,192.168.1.4,10.0.0.16,FTP,8346,system,System Update,Event 104,646,/var/log/syslog,systemd,Suspicious File Access,None
4,iPhone,iOS 15.0,High,2023-03-16 23:51:01,192.168.1.26,10.0.0.22,HTTP,6365,security,App Install,Event 533,386,/tmp/malware.bin,chrome.exe,Suspicious File Access,Pegasus Signature
4,Android,Android 10,Normal,2023-11-15 11:37:02,192.168.1.9,10.0.0.73,HTTPS,3269,system,File Access,Event 799,238,/tmp/malware.bin,explorer.exe,Suspicious File Access,Pegasus Signature
4,iPhone,Android 11,High,2023-02-05 01:21:35,192.168.1.76,10.0.0.33,FTP,8155,security,App Crash,Event 952,735,/home/user/docs/report.docx,systemd,Suspicious File Access,None
5,iPhone,Android 11,Low,2023-04-30 22:10:44,192.168.1.37,10.0.0.48,SSH,9803,system,System Update,Event 876,134,/home/user/docs/report.docx,systemd,None,None
5,Android,iOS 14.6,Low,2023-11-15 22:44:31,192.168.1.96,10.0.0.89,HTTP,5038,system,App Crash,Event 459,509,/tmp/malware.bin,chrome.exe,Unknown Process Execution,Known Malicious IP
5,Android,iOS 15.0,Normal,2023-10-02 06:28:43,192.168.1.91,10.0.0.67,HTTPS,7450,system,App Install,Event 578,102,/home/user/docs/report.docx,systemd,Suspicious File Access,None
5,Android,iOS 15.0,High,2023-09-21 19:18:15,192.168.1.73,10.0.0.18,FTP,5281,system,System Update,Event 300,890,/home/user/docs/report.docx,systemd,Unknown Process Execution,Pegasus Signature
5,Android,Android 11,Normal,2023-01-05 01:03:08,192.168.1.54,10.0.0.75,HTTP,7015,system,Login,Event 890,249,/home/user/docs/report.docx,systemd,None,Known Malicious IP
5,iPhone,iOS 14.6,Normal,2023-09-01 07:39:09,192.168.1.55,10.0.0.47,HTTP,4538,system,Logout,Event 510,196,/var/log/syslog,chrome.exe,High CPU Usage,Known Malicious IP
5,iPhone,Android 11,Normal,2023-09-06 10:02:34,192.168.1.94,10.0.0.22,HTTPS,8681,system,App Crash,Event 426,403,/home/user/docs/report.docx,systemd,Suspicious File Access,None
5,iPhone,iOS 14.6,High,2023-01-08 02:43:33,192.168.1.5,10.0.0.58,HTTP,5958,application,App Crash,Event 635,725,/home/user/docs/report.docx,explorer.exe,None,None
5,iPhone,iOS 15.0,Normal,2023-01-25 03:35:51,192.168.1.58,10.0.0.14,FTP,822,system,File Access,Event 222,701,/var/log/syslog,chrome.exe,Suspicious File Access,Pegasus Signature
5,Android,Android 11,Normal,2023-05-31 10:05:05,192.168.1.76,10.0.0.36,HTTPS,2398,application,App Install,Event 985,674,/var/log/syslog,malware.exe,None,None
6,Android,Android 10,High,2023-01-09 06:44:49,192.168.1.54,10.0.0.47,HTTPS,8845,system,App Install,Event 974,341,/tmp/malware.bin,systemd,None,None
6,iPhone,Android 10,High,2023-01-21 20:18:46,192.168.1.78,10.0.0.73,FTP,4221,application,App Crash,Event 10,506,/var/log/syslog,chrome.exe,Suspicious File Access,None
6,Android,Android 10,High,2023-09-06 06:12:48,192.168.1.35,10.0.0.38,FTP,1658,system,App Crash,Event 928,241,/tmp/malware.bin,malware.exe,High CPU Usage,Pegasus Signature
6,iPhone,iOS 15.0,Normal,2023-01-25 05:46:49,192.168.1.48,10.0.0.31,HTTPS,1788,application,App Install,Event 662,414,/var/log/syslog,malware.exe,None,None
6,Android,iOS 14.6,High,2023-09-16 11:00:30,192.168.1.41,10.0.0.70,HTTPS,4216,system,App Crash,Event 637,689,/home/user/docs/report.docx,malware.exe,High CPU Usage,Pegasus Signature
6,iPhone,iOS 15.0,Low,2023-09-21 04:25:29,192.168.1.16,10.0.0.84,HTTP,3670,security,Login,Event 269,754,/var/log/syslog,explorer.exe,Suspicious File Access,Known Malicious IP
6,Android,iOS 14.6,Low,2023-04-05 09:46:23,192.168.1.90,10.0.0.81,SSH,8131,security,System Update,Event 669,376,/var/log/syslog,chrome.exe,Suspicious File Access,Known Malicious IP
6,iPhone,iOS 15.0,High,2023-09-10 23:17:16,192.168.1.92,10.0.0.85,FTP,3584,system,App Crash,Event 8,753,/var/log/syslog,explorer.exe,Suspicious File Access,None
6,Android,iOS 15.0,High,2023-01-29 03:48:00,192.168.1.55,10.0.0.24,FTP,3993,system,App Crash,Event 487,663,/var/log/syslog,systemd,None,Pegasus Signature
6,Android,iOS 14.6,Normal,2023-09-17 23:01:35,192.168.1.19,10.0.0.4,HTTPS,3924,security,App Install,Event 224,659,/tmp/malware.bin,chrome.exe,High CPU Usage,Known Malicious IP
7,Android,iOS 14.6,High,2023-06-08 19:39:24,192.168.1.15,10.0.0.93,HTTPS,9624,security,App Crash,Event 556,414,/var/log/syslog,chrome.exe,Unknown Process Execution,Known Malicious IP
7,iPhone,iOS 14.6,Normal,2023-09-11 04:01:44,192.168.1.60,10.0.0.97,SSH,2823,system,App Install,Event 612,523,/home/user/docs/report.docx,explorer.exe,High CPU Usage,Pegasus Signature
7,Android,Android 11,Normal,2023-06-27 21:06:48,192.168.1.96,10.0.0.3,SSH,2155,system,App Crash,Event 617,984,/var/log/syslog,explorer.exe,None,None
7,iPhone,Android 10,Normal,2023-12-09 00:42:34,192.168.1.81,10.0.0.66,FTP,5699,system,App Crash,Event 439,354,/home/user/docs/report.docx,chrome.exe,Suspicious File Access,None
7,Android,Android 10,Low,2023-07-05 16:24:16,192.168.1.11,10.0.0.68,HTTPS,2521,application,File Access,Event 302,759,/tmp/malware.bin,systemd,Suspicious File Access,Known Malicious IP
7,iPhone,iOS 15.0,Normal,2023-12-08 07:38:11,192.168.1.14,10.0.0.70,HTTP,9052,system,Logout,Event 430,168,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,Known Malicious IP
7,iPhone,iOS 15.0,High,2023-06-26 23:32:59,192.168.1.75,10.0.0.66,FTP,5253,security,Logout,Event 925,605,/tmp/malware.bin,malware.exe,None,Known Malicious IP
7,iPhone,Android 10,High,2023-02-12 18:41:02,192.168.1.5,10.0.0.83,HTTP,5826,application,App Install,Event 23,790,/tmp/malware.bin,explorer.exe,High CPU Usage,Known Malicious IP
7,Android,iOS 14.6,Low,2023-08-02 05:15:47,192.168.1.99,10.0.0.18,FTP,143,system,File Access,Event 825,504,/var/log/syslog,systemd,Suspicious File Access,None
7,Android,Android 10,Low,2023-09-26 20:11:39,192.168.1.26,10.0.0.13,FTP,9685,system,File Access,Event 861,371,/home/user/docs/report.docx,malware.exe,Suspicious File Access,None
8,Android,Android 10,High,2023-02-28 22:20:09,192.168.1.76,10.0.0.71,FTP,2735,security,App Install,Event 48,811,/tmp/malware.bin,chrome.exe,Unknown Process Execution,Pegasus Signature
8,iPhone,Android 10,High,2023-12-21 02:21:55,192.168.1.72,10.0.0.28,FTP,6831,system,App Crash,Event 267,233,/tmp/malware.bin,malware.exe,None,None
8,iPhone,iOS 15.0,High,2023-11-26 11:27:13,192.168.1.50,10.0.0.95,HTTP,1414,system,File Access,Event 841,542,/var/log/syslog,malware.exe,Suspicious File Access,None
8,Android,Android 11,Normal,2023-11-27 04:04:22,192.168.1.80,10.0.0.30,HTTP,2253,security,Logout,Event 147,362,/home/user/docs/report.docx,explorer.exe,None,Known Malicious IP
8,Android,Android 10,High,2023-12-22 11:57:28,192.168.1.33,10.0.0.5,HTTP,3184,system,Logout,Event 313,117,/tmp/malware.bin,malware.exe,Unknown Process Execution,Known Malicious IP
8,iPhone,Android 11,Low,2023-08-04 09:59:59,192.168.1.99,10.0.0.64,SSH,2447,security,File Access,Event 579,429,/home/user/docs/report.docx,systemd,Suspicious File Access,Known Malicious IP
8,Android,Android 11,Low,2023-05-25 02:14:59,192.168.1.48,10.0.0.76,HTTPS,2109,application,System Update,Event 677,695,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,None
8,iPhone,Android 11,High,2023-04-11 11:25:09,192.168.1.82,10.0.0.3,FTP,4038,system,System Update,Event 43,641,/var/log/syslog,systemd,High CPU Usage,Pegasus Signature
8,iPhone,Android 10,Low,2023-06-12 11:03:45,192.168.1.60,10.0.0.19,SSH,2072,application,App Install,Event 908,127,/tmp/malware.bin,systemd,High CPU Usage,Pegasus Signature
8,iPhone,Android 10,High,2023-01-25 23:25:26,192.168.1.62,10.0.0.20,HTTP,5615,security,System Update,Event 134,625,/home/user/docs/report.docx,explorer.exe,High CPU Usage,Known Malicious IP
9,Android,iOS 15.0,Low,2023-05-31 10:18:21,192.168.1.60,10.0.0.40,SSH,2606,application,App Install,Event 648,984,/home/user/docs/report.docx,malware.exe,Suspicious File Access,Known Malicious IP
9,iPhone,iOS 15.0,Low,2023-06-06 22:51:32,192.168.1.46,10.0.0.33,SSH,741,system,System Update,Event 281,298,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,Pegasus Signature
9,Android,Android 10,High,2023-01-06 10:42:13,192.168.1.19,10.0.0.61,SSH,943,security,System Update,Event 84,493,/home/user/docs/report.docx,chrome.exe,Suspicious File Access,Known Malicious IP
9,iPhone,iOS 15.0,Normal,2023-10-25 23:26:37,192.168.1.16,10.0.0.42,HTTP,4393,system,Login,Event 608,344,/var/log/syslog,systemd,Suspicious File Access,Pegasus Signature
9,iPhone,iOS 15.0,Normal,2023-09-24 20:45:56,192.168.1.47,10.0.0.94,SSH,6776,application,App Crash,Event 322,879,/tmp/malware.bin,explorer.exe,None,None
9,iPhone,Android 10,High,2023-11-03 12:37:39,192.168.1.39,10.0.0.85,HTTPS,4490,application,Logout,Event 760,920,/home/user/docs/report.docx,chrome.exe,Suspicious File Access,Known Malicious IP
9,iPhone,Android 10,Low,2023-07-27 02:29:16,192.168.1.49,10.0.0.86,SSH,5594,system,File Access,Event 642,697,/home/user/docs/report.docx,malware.exe,Unknown Process Execution,Known Malicious IP
9,iPhone,Android 10,Normal,2023-03-25 13:18:57,192.168.1.26,10.0.0.97,HTTPS,1166,system,Logout,Event 358,824,/home/user/docs/report.docx,chrome.exe,High CPU Usage,None
9,Android,iOS 14.6,High,2023-08-12 11:00:24,192.168.1.68,10.0.0.78,HTTP,7877,system,App Crash,Event 14,336,/tmp/malware.bin,chrome.exe,Suspicious File Access,None
9,iPhone,Android 10,High,2023-04-06 02:44:10,192.168.1.17,10.0.0.50,HTTPS,2923,application,Login,Event 225,927,/tmp/malware.bin,explorer.exe,Unknown Process Execution,None
10,Android,iOS 15.0,Normal,2023-04-29 14:47:47,192.168.1.57,10.0.0.48,SSH,4788,security,Logout,Event 48,754,/var/log/syslog,chrome.exe,Unknown Process Execution,None
10,Android,iOS 15.0,Low,2023-08-20 15:00:59,192.168.1.26,10.0.0.35,FTP,5081,system,File Access,Event 997,725,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Known Malicious IP
10,Android,Android 11,Normal,2023-05-15 03:16:10,192.168.1.3,10.0.0.35,SSH,1041,system,File Access,Event 473,425,/var/log/syslog,explorer.exe,None,None
10,iPhone,iOS 15.0,High,2023-04-10 02:23:50,192.168.1.45,10.0.0.77,SSH,9203,security,Login,Event 659,770,/tmp/malware.bin,malware.exe,Suspicious File Access,None
10,iPhone,Android 11,Low,2023-05-30 14:58:38,192.168.1.65,10.0.0.87,SSH,212,security,System Update,Event 627,647,/tmp/malware.bin,systemd,Unknown Process Execution,Pegasus Signature
10,iPhone,iOS 15.0,High,2023-01-14 14:04:49,192.168.1.20,10.0.0.39,HTTPS,2665,security,App Crash,Event 913,676,/var/log/syslog,systemd,High CPU Usage,Known Malicious IP
10,iPhone,iOS 15.0,Low,2023-08-12 21:10:30,192.168.1.41,10.0.0.66,FTP,1324,system,App Crash,Event 62,101,/var/log/syslog,systemd,Unknown Process Execution,Known Malicious IP
10,Android,iOS 14.6,Normal,2023-01-26 16:50:27,192.168.1.85,10.0.0.93,FTP,2360,security,Logout,Event 478,829,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,Pegasus Signature
10,Android,iOS 15.0,Low,2023-04-03 23:09:23,192.168.1.17,10.0.0.22,HTTP,5987,system,System Update,Event 562,153,/var/log/syslog,explorer.exe,None,Pegasus Signature
10,iPhone,Android 10,High,2023-06-13 00:17:36,192.168.1.4,10.0.0.76,SSH,3692,application,Logout,Event 639,306,/var/log/syslog,chrome.exe,High CPU Usage,Known Malicious IP
11,Android,Android 11,Normal,2023-02-13 12:39:59,192.168.1.43,10.0.0.11,SSH,4937,application,App Install,Event 618,784,/var/log/syslog,systemd,High CPU Usage,Pegasus Signature
11,Android,Android 11,Low,2023-06-28 21:33:15,192.168.1.87,10.0.0.52,HTTPS,8280,system,System Update,Event 90,444,/tmp/malware.bin,explorer.exe,High CPU Usage,Pegasus Signature
11,iPhone,Android 10,Low,2023-01-31 04:38:41,192.168.1.1,10.0.0.60,HTTPS,1176,application,Logout,Event 980,590,/tmp/malware.bin,systemd,Unknown Process Execution,Pegasus Signature
11,Android,iOS 14.6,High,2023-08-26 00:56:12,192.168.1.86,10.0.0.52,HTTPS,7192,application,App Install,Event 460,625,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Known Malicious IP
11,Android,Android 11,Low,2023-08-25 12:37:22,192.168.1.87,10.0.0.40,HTTP,5392,system,Login,Event 154,912,/var/log/syslog,chrome.exe,None,Pegasus Signature
11,iPhone,Android 11,Low,2023-05-14 16:56:37,192.168.1.23,10.0.0.4,HTTPS,7631,security,App Install,Event 558,543,/var/log/syslog,chrome.exe,Unknown Process Execution,Known Malicious IP
11,Android,Android 10,Normal,2023-07-16 21:29:45,192.168.1.79,10.0.0.64,FTP,3201,system,Login,Event 890,732,/var/log/syslog,explorer.exe,Suspicious File Access,Known Malicious IP
11,iPhone,Android 10,High,2023-06-03 15:21:09,192.168.1.92,10.0.0.83,FTP,2159,security,System Update,Event 227,597,/home/user/docs/report.docx,explorer.exe,None,None
11,iPhone,Android 10,Normal,2023-11-17 09:18:19,192.168.1.20,10.0.0.43,HTTPS,3267,application,App Install,Event 83,557,/home/user/docs/report.docx,malware.exe,Unknown Process Execution,Known Malicious IP
11,iPhone,Android 10,High,2023-03-21 13:11:29,192.168.1.70,10.0.0.15,HTTPS,4593,security,App Crash,Event 867,364,/home/user/docs/report.docx,systemd,Unknown Process Execution,None
12,Android,iOS 14.6,Normal,2023-05-04 17:29:25,192.168.1.58,10.0.0.59,HTTPS,6221,system,System Update,Event 909,655,/tmp/malware.bin,systemd,Suspicious File Access,Pegasus Signature
12,iPhone,iOS 14.6,Low,2023-08-08 10:40:24,192.168.1.90,10.0.0.63,SSH,5497,application,Logout,Event 647,575,/home/user/docs/report.docx,chrome.exe,Unknown Process Execution,None
12,iPhone,Android 11,Low,2023-12-23 04:12:44,192.168.1.1,10.0.0.49,HTTP,1497,application,App Install,Event 321,403,/var/log/syslog,explorer.exe,High CPU Usage,Known Malicious IP
12,Android,iOS 15.0,Normal,2023-11-16 02:42:11,192.168.1.39,10.0.0.97,FTP,8037,application,Logout,Event 557,488,/home/user/docs/report.docx,systemd,High CPU Usage,Known Malicious IP
12,Android,Android 11,High,2023-10-17 22:47:22,192.168.1.63,10.0.0.61,FTP,6379,security,App Crash,Event 454,583,/home/user/docs/report.docx,malware.exe,Unknown Process Execution,Pegasus Signature
12,iPhone,iOS 15.0,High,2023-10-22 04:02:21,192.168.1.71,10.0.0.61,HTTPS,8537,system,Logout,Event 247,430,/var/log/syslog,systemd,Unknown Process Execution,None
12,iPhone,Android 10,Normal,2023-02-25 03:53:14,192.168.1.59,10.0.0.6,HTTPS,8251,system,App Install,Event 621,756,/tmp/malware.bin,explorer.exe,High CPU Usage,None
12,iPhone,iOS 14.6,Low,2023-12-03 11:19:42,192.168.1.40,10.0.0.40,FTP,2082,application,App Crash,Event 130,939,/home/user/docs/report.docx,chrome.exe,Suspicious File Access,Pegasus Signature
12,Android,iOS 15.0,Normal,2023-06-03 16:36:29,192.168.1.92,10.0.0.76,SSH,9458,application,App Crash,Event 292,196,/var/log/syslog,systemd,None,Known Malicious IP
12,iPhone,iOS 15.0,High,2023-08-08 06:48:56,192.168.1.67,10.0.0.13,FTP,5227,application,App Crash,Event 464,396,/var/log/syslog,systemd,Unknown Process Execution,None
13,Android,iOS 14.6,Normal,2023-06-16 07:08:49,192.168.1.57,10.0.0.94,SSH,8594,security,Logout,Event 301,260,/home/user/docs/report.docx,systemd,None,Pegasus Signature
13,iPhone,Android 11,Low,2023-12-21 07:33:36,192.168.1.15,10.0.0.27,FTP,5192,security,System Update,Event 263,358,/var/log/syslog,malware.exe,None,Known Malicious IP
13,Android,iOS 14.6,High,2023-02-27 00:28:50,192.168.1.45,10.0.0.100,FTP,662,security,App Install,Event 291,810,/home/user/docs/report.docx,explorer.exe,None,Pegasus Signature
13,iPhone,Android 11,Low,2023-02-27 06:38:14,192.168.1.67,10.0.0.4,FTP,6346,security,System Update,Event 949,544,/var/log/syslog,systemd,None,Pegasus Signature
13,Android,iOS 15.0,Normal,2023-04-15 10:08:32,192.168.1.20,10.0.0.31,FTP,2344,security,Logout,Event 672,292,/tmp/malware.bin,systemd,High CPU Usage,Pegasus Signature
13,iPhone,Android 10,Low,2023-01-22 05:22:30,192.168.1.62,10.0.0.92,HTTPS,9832,application,File Access,Event 660,241,/home/user/docs/report.docx,explorer.exe,High CPU Usage,Pegasus Signature
13,iPhone,Android 11,Low,2023-03-07 12:21:51,192.168.1.41,10.0.0.21,SSH,2866,security,System Update,Event 919,474,/home/user/docs/report.docx,explorer.exe,None,Known Malicious IP
13,iPhone,iOS 15.0,Normal,2023-05-13 15:12:35,192.168.1.62,10.0.0.22,FTP,1145,application,System Update,Event 158,325,/tmp/malware.bin,chrome.exe,None,None
13,Android,Android 10,High,2023-09-30 03:21:22,192.168.1.44,10.0.0.83,HTTPS,6693,security,Login,Event 561,787,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Known Malicious IP
13,Android,iOS 14.6,Low,2023-08-28 17:39:43,192.168.1.69,10.0.0.58,SSH,6433,security,System Update,Event 21,628,/tmp/malware.bin,chrome.exe,Unknown Process Execution,Known Malicious IP
14,iPhone,Android 11,Normal,2023-07-26 23:06:50,192.168.1.30,10.0.0.48,HTTPS,4889,security,File Access,Event 533,365,/home/user/docs/report.docx,malware.exe,Unknown Process Execution,Known Malicious IP
14,Android,iOS 14.6,Normal,2023-04-16 22:45:19,192.168.1.49,10.0.0.27,FTP,791,security,File Access,Event 365,370,/home/user/docs/report.docx,chrome.exe,High CPU Usage,Known Malicious IP
14,iPhone,iOS 15.0,Low,2023-02-19 16:47:53,192.168.1.23,10.0.0.73,FTP,7781,application,File Access,Event 807,517,/tmp/malware.bin,explorer.exe,Suspicious File Access,Known Malicious IP
14,Android,iOS 14.6,Low,2023-09-11 19:19:02,192.168.1.4,10.0.0.81,SSH,5765,security,Logout,Event 954,569,/home/user/docs/report.docx,malware.exe,None,Pegasus Signature
14,iPhone,iOS 15.0,Normal,2023-01-28 23:05:50,192.168.1.41,10.0.0.48,SSH,3271,application,Login,Event 81,451,/home/user/docs/report.docx,explorer.exe,Suspicious File Access,Known Malicious IP
14,iPhone,Android 10,Low,2023-07-06 07:41:38,192.168.1.67,10.0.0.89,FTP,2441,security,Login,Event 288,763,/home/user/docs/report.docx,explorer.exe,Suspicious File Access,None
14,iPhone,iOS 14.6,High,2023-05-16 19:50:03,192.168.1.95,10.0.0.18,HTTPS,5125,application,Logout,Event 932,723,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,None
14,Android,Android 10,High,2023-06-25 03:12:31,192.168.1.41,10.0.0.24,FTP,1147,security,App Install,Event 643,379,/var/log/syslog,systemd,High CPU Usage,Known Malicious IP
14,iPhone,Android 10,Low,2023-11-23 12:56:48,192.168.1.44,10.0.0.80,HTTPS,3787,security,Logout,Event 556,423,/tmp/malware.bin,explorer.exe,High CPU Usage,Pegasus Signature
14,iPhone,iOS 15.0,Normal,2023-05-19 05:26:31,192.168.1.38,10.0.0.91,FTP,3252,security,File Access,Event 123,815,/tmp/malware.bin,systemd,High CPU Usage,Pegasus Signature
15,Android,Android 11,Normal,2023-01-27 13:01:14,192.168.1.7,10.0.0.88,FTP,8556,security,App Install,Event 124,103,/home/user/docs/report.docx,malware.exe,Unknown Process Execution,Pegasus Signature
15,Android,Android 10,Normal,2023-05-03 09:39:55,192.168.1.55,10.0.0.67,SSH,5052,security,Login,Event 271,608,/tmp/malware.bin,explorer.exe,Suspicious File Access,Known Malicious IP
